"Date","Manip","Area","AirTemperature","PAR","RH","VPD"
2013-02-15T16:00:00+01:00,"ZA13","03_p",24.2333333333333,187.833333333333,19.1333333333333,2.45691571104456
2013-02-15T18:00:00+01:00,"ZA13","03_p",24.0333333333333,130.633333333333,20.2,2.39490442018491
