Pot,Manip,Area,Scenario,Sowing,Harvesting
1202,ZA13,03_p,WD,2013-01-25,2013-03-12
1203,ZA13,03_p,WD,2013-01-25,2013-03-12
1204,ZA13,03_p,WD,2013-01-25,2013-03-12
1205,ZA13,03_p,WD,2013-01-25,2013-03-12
1206,ZA13,03_p,WD,2013-01-25,2013-03-12
1207,ZA13,03_p,WD,2013-01-25,2013-03-12
1208,ZA13,03_p,WD,2013-01-25,2013-03-12
1209,ZA13,03_p,WD,2013-01-25,2013-03-12
1210,ZA13,03_p,WD,2013-01-25,2013-03-12
1211,ZA13,03_p,WD,2013-01-25,2013-03-12
1212,ZA13,03_p,WD,2013-01-25,2013-03-12
1213,ZA13,03_p,WD,2013-01-25,2013-03-12
1214,ZA13,03_p,WD,2013-01-25,2013-03-12
1215,ZA13,03_p,WD,2013-01-25,2013-03-12
1216,ZA13,03_p,WD,2013-01-25,2013-03-12
1217,ZA13,03_p,WD,2013-01-25,2013-03-12
1218,ZA13,03_p,WD,2013-01-25,2013-03-12
1219,ZA13,03_p,WD,2013-01-25,2013-03-12
1220,ZA13,03_p,WD,2013-01-25,2013-03-12
1221,ZA13,03_p,WD,2013-01-25,2013-03-12
1222,ZA13,03_p,WD,2013-01-25,2013-03-12
1223,ZA13,03_p,WD,2013-01-25,2013-03-12
1224,ZA13,03_p,WD,2013-01-25,2013-03-12
1225,ZA13,03_p,WD,2013-01-25,2013-03-12
1226,ZA13,03_p,WD,2013-01-25,2013-03-12
1227,ZA13,03_p,WD,2013-01-25,2013-03-12
1228,ZA13,03_p,WD,2013-01-25,2013-03-12
1229,ZA13,03_p,WD,2013-01-25,2013-03-12
1230,ZA13,03_p,WD,2013-01-25,2013-03-12
1231,ZA13,06_p,WD,2013-01-25,2013-03-12
1232,ZA13,06_p,WD,2013-01-25,2013-03-12
1233,ZA13,06_p,WD,2013-01-25,2013-03-12
1234,ZA13,06_p,WD,2013-01-25,2013-03-12
1235,ZA13,06_p,WD,2013-01-25,2013-03-12
1236,ZA13,06_p,WD,2013-01-25,2013-03-12
1237,ZA13,06_p,WD,2013-01-25,2013-03-12
1238,ZA13,06_p,WD,2013-01-25,2013-03-12
1239,ZA13,06_p,WD,2013-01-25,2013-03-12
1240,ZA13,06_p,WD,2013-01-25,2013-03-12
1241,ZA13,06_p,WD,2013-01-25,2013-03-12
1242,ZA13,06_p,WD,2013-01-25,2013-03-12
1243,ZA13,06_p,WD,2013-01-25,2013-03-12
1244,ZA13,06_p,WD,2013-01-25,2013-03-12
1245,ZA13,06_p,WD,2013-01-25,2013-03-12
1246,ZA13,06_p,WD,2013-01-25,2013-03-12
1247,ZA13,06_p,WD,2013-01-25,2013-03-12
1248,ZA13,06_p,WD,2013-01-25,2013-03-12
1249,ZA13,06_p,WD,2013-01-25,2013-03-12
1250,ZA13,06_p,WD,2013-01-25,2013-03-12
1251,ZA13,06_p,WD,2013-01-25,2013-03-12
1252,ZA13,06_p,WD,2013-01-25,2013-03-12
1253,ZA13,06_p,WD,2013-01-25,2013-03-12
1254,ZA13,06_p,WD,2013-01-25,2013-03-12
1255,ZA13,06_p,WD,2013-01-25,2013-03-12
1256,ZA13,06_p,WD,2013-01-25,2013-03-12
1257,ZA13,06_p,WD,2013-01-25,2013-03-12
1258,ZA13,06_p,WD,2013-01-25,2013-03-12
1259,ZA13,06_p,WD,2013-01-25,2013-03-12
1260,ZA13,06_p,WD,2013-01-25,2013-03-12
1261,ZA13,03_p,WD,2013-01-25,2013-03-12
1262,ZA13,03_p,WD,2013-01-25,2013-03-12
1263,ZA13,03_p,WD,2013-01-25,2013-03-12
1264,ZA13,03_p,WD,2013-01-25,2013-03-12
1265,ZA13,03_p,WD,2013-01-25,2013-03-12
1266,ZA13,03_p,WD,2013-01-25,2013-03-12
1267,ZA13,03_p,WD,2013-01-25,2013-03-12
1268,ZA13,03_p,WD,2013-01-25,2013-03-12
1269,ZA13,03_p,WD,2013-01-25,2013-03-12
1270,ZA13,03_p,WD,2013-01-25,2013-03-12
1271,ZA13,03_p,WD,2013-01-25,2013-03-12
1272,ZA13,03_p,WD,2013-01-25,2013-03-12
1273,ZA13,03_p,WD,2013-01-25,2013-03-12
1274,ZA13,03_p,WD,2013-01-25,2013-03-12
1275,ZA13,03_p,WD,2013-01-25,2013-03-12
1276,ZA13,03_p,WD,2013-01-25,2013-03-12
1277,ZA13,03_p,WD,2013-01-25,2013-03-12
1278,ZA13,03_p,WD,2013-01-25,2013-03-12
1279,ZA13,03_p,WD,2013-01-25,2013-03-12
1280,ZA13,03_p,WD,2013-01-25,2013-03-12
1281,ZA13,03_p,WD,2013-01-25,2013-03-12
1282,ZA13,03_p,WD,2013-01-25,2013-03-12
1283,ZA13,03_p,WD,2013-01-25,2013-03-12
1284,ZA13,03_p,WD,2013-01-25,2013-03-12
1285,ZA13,03_p,WD,2013-01-25,2013-03-12
1286,ZA13,03_p,WD,2013-01-25,2013-03-12
1287,ZA13,03_p,WD,2013-01-25,2013-03-12
1288,ZA13,03_p,WD,2013-01-25,2013-03-12
1289,ZA13,03_p,WD,2013-01-25,2013-03-12
1290,ZA13,03_p,WD,2013-01-25,2013-03-12
1291,ZA13,06_p,WD,2013-01-25,2013-03-12
1292,ZA13,06_p,WD,2013-01-25,2013-03-12
1293,ZA13,06_p,WD,2013-01-25,2013-03-12
1294,ZA13,06_p,WD,2013-01-25,2013-03-12
1295,ZA13,06_p,WD,2013-01-25,2013-03-12
1296,ZA13,06_p,WD,2013-01-25,2013-03-12
1297,ZA13,06_p,WD,2013-01-25,2013-03-12
1298,ZA13,06_p,WD,2013-01-25,2013-03-12
1299,ZA13,06_p,WD,2013-01-25,2013-03-12
1300,ZA13,06_p,WD,2013-01-25,2013-03-12
1301,ZA13,06_p,WD,2013-01-25,2013-03-13
1302,ZA13,06_p,WD,2013-01-25,2013-03-13
1303,ZA13,06_p,WD,2013-01-25,2013-03-13
1304,ZA13,06_p,WD,2013-01-25,2013-03-13
1305,ZA13,06_p,WD,2013-01-25,2013-03-13
1306,ZA13,06_p,WD,2013-01-25,2013-03-13
1307,ZA13,06_p,WD,2013-01-25,2013-03-13
1308,ZA13,06_p,WD,2013-01-25,2013-03-13
1309,ZA13,06_p,WD,2013-01-25,2013-03-13
1310,ZA13,06_p,WD,2013-01-25,2013-03-13
1311,ZA13,06_p,WD,2013-01-25,2013-03-13
1312,ZA13,06_p,WD,2013-01-25,2013-03-13
1313,ZA13,06_p,WD,2013-01-25,2013-03-13
1314,ZA13,06_p,WD,2013-01-25,2013-03-13
1315,ZA13,06_p,WD,2013-01-25,2013-03-13
1316,ZA13,06_p,WD,2013-01-25,2013-03-13
1317,ZA13,06_p,WD,2013-01-25,2013-03-13
1318,ZA13,06_p,WD,2013-01-25,2013-03-13
1319,ZA13,06_p,WD,2013-01-25,2013-03-13
1320,ZA13,06_p,WD,2013-01-25,2013-03-13
1321,ZA13,03_p,WD,2013-01-25,2013-03-13
1322,ZA13,03_p,WD,2013-01-25,2013-03-13
1323,ZA13,03_p,WD,2013-01-25,2013-03-13
1324,ZA13,03_p,WD,2013-01-25,2013-03-13
1325,ZA13,03_p,WD,2013-01-25,2013-03-13
1326,ZA13,03_p,WD,2013-01-25,2013-03-13
1327,ZA13,03_p,WD,2013-01-25,2013-03-13
1328,ZA13,03_p,WD,2013-01-25,2013-03-13
1329,ZA13,03_p,WD,2013-01-25,2013-03-13
1330,ZA13,03_p,WD,2013-01-25,2013-03-13
1331,ZA13,03_p,WD,2013-01-25,2013-03-13
1332,ZA13,03_p,WD,2013-01-25,2013-03-13
1333,ZA13,03_p,WD,2013-01-25,2013-03-13
1334,ZA13,03_p,WD,2013-01-25,2013-03-13
1335,ZA13,03_p,WD,2013-01-25,2013-03-13
1336,ZA13,03_p,WD,2013-01-25,2013-03-13
1337,ZA13,03_p,WD,2013-01-25,2013-03-13
1338,ZA13,03_p,WD,2013-01-25,2013-03-13
1339,ZA13,03_p,WD,2013-01-25,2013-03-13
1340,ZA13,03_p,WD,2013-01-25,2013-03-13
1341,ZA13,03_p,WD,2013-01-25,2013-03-13
1342,ZA13,03_p,WD,2013-01-25,2013-03-13
1343,ZA13,03_p,WD,2013-01-25,2013-03-13
1344,ZA13,03_p,WD,2013-01-25,2013-03-13
1345,ZA13,03_p,WD,2013-01-25,2013-03-13
1346,ZA13,03_p,WD,2013-01-25,2013-03-13
1347,ZA13,03_p,WD,2013-01-25,2013-03-13
1348,ZA13,03_p,WD,2013-01-25,2013-03-13
1349,ZA13,03_p,WD,2013-01-25,2013-03-13
1350,ZA13,03_p,WD,2013-01-25,2013-03-13
1351,ZA13,06_p,WD,2013-01-25,2013-03-13
1352,ZA13,06_p,WD,2013-01-25,2013-03-13
1353,ZA13,06_p,WD,2013-01-25,2013-03-13
1354,ZA13,06_p,WD,2013-01-25,2013-03-13
1355,ZA13,06_p,WD,2013-01-25,2013-03-13
1356,ZA13,06_p,WD,2013-01-25,2013-03-13
1357,ZA13,06_p,WD,2013-01-25,2013-03-13
1358,ZA13,06_p,WD,2013-01-25,2013-03-13
1359,ZA13,06_p,WD,2013-01-25,2013-03-13
1360,ZA13,06_p,WD,2013-01-25,2013-03-13
1361,ZA13,06_p,WD,2013-01-25,2013-03-13
1362,ZA13,06_p,WD,2013-01-25,2013-03-13
1363,ZA13,06_p,WD,2013-01-25,2013-03-13
1364,ZA13,06_p,WD,2013-01-25,2013-03-13
1365,ZA13,06_p,WD,2013-01-25,2013-03-13
1366,ZA13,06_p,WD,2013-01-25,2013-03-13
1367,ZA13,06_p,WD,2013-01-25,2013-03-13
1368,ZA13,06_p,WD,2013-01-25,2013-03-13
1369,ZA13,06_p,WD,2013-01-25,2013-03-13
1370,ZA13,06_p,WD,2013-01-25,2013-03-13
1371,ZA13,06_p,WD,2013-01-25,2013-03-13
1372,ZA13,06_p,WD,2013-01-25,2013-03-13
1373,ZA13,06_p,WD,2013-01-25,2013-03-13
1374,ZA13,06_p,WD,2013-01-25,2013-03-13
1375,ZA13,06_p,WD,2013-01-25,2013-03-13
1376,ZA13,06_p,WD,2013-01-25,2013-03-13
1377,ZA13,06_p,WD,2013-01-25,2013-03-13
1378,ZA13,06_p,WD,2013-01-25,2013-03-13
1379,ZA13,06_p,WD,2013-01-25,2013-03-13
1380,ZA13,06_p,WD,2013-01-25,2013-03-13
1381,ZA13,03_p,WD,2013-01-25,2013-03-13
1382,ZA13,03_p,WD,2013-01-25,2013-03-13
1383,ZA13,03_p,WD,2013-01-25,2013-03-13
1384,ZA13,03_p,WD,2013-01-25,2013-03-13
1385,ZA13,03_p,WD,2013-01-25,2013-03-13
1386,ZA13,03_p,WD,2013-01-25,2013-03-13
1387,ZA13,03_p,WD,2013-01-25,2013-03-13
1388,ZA13,03_p,WD,2013-01-25,2013-03-13
1389,ZA13,03_p,WD,2013-01-25,2013-03-13
1390,ZA13,03_p,WD,2013-01-25,2013-03-13
1391,ZA13,03_p,WD,2013-01-25,2013-03-13
1392,ZA13,03_p,WD,2013-01-25,2013-03-13
1393,ZA13,03_p,WD,2013-01-25,2013-03-13
1394,ZA13,03_p,WD,2013-01-25,2013-03-13
1395,ZA13,03_p,WD,2013-01-25,2013-03-13
1396,ZA13,03_p,WD,2013-01-25,2013-03-13
1397,ZA13,03_p,WD,2013-01-25,2013-03-13
1398,ZA13,03_p,WD,2013-01-25,2013-03-13
1399,ZA13,03_p,WD,2013-01-25,2013-03-13
1400,ZA13,03_p,WD,2013-01-25,2013-03-13
1401,ZA13,03_p,WD,2013-01-25,2013-03-13
1402,ZA13,03_p,WD,2013-01-25,2013-03-13
1403,ZA13,03_p,WD,2013-01-25,2013-03-13
1404,ZA13,03_p,WD,2013-01-25,2013-03-13
1405,ZA13,03_p,WD,2013-01-25,2013-03-13
1406,ZA13,03_p,WD,2013-01-25,2013-03-13
1407,ZA13,03_p,WD,2013-01-25,2013-03-13
1408,ZA13,03_p,WD,2013-01-25,2013-03-13
1409,ZA13,03_p,WD,2013-01-25,2013-03-13
1410,ZA13,03_p,WD,2013-01-25,2013-03-13
1411,ZA13,06_p,WD,2013-01-25,2013-03-13
1412,ZA13,06_p,WD,2013-01-25,2013-03-13
1413,ZA13,06_p,WD,2013-01-25,2013-03-13
1414,ZA13,06_p,WD,2013-01-25,2013-03-13
1415,ZA13,06_p,WD,2013-01-25,2013-03-13
1416,ZA13,06_p,WD,2013-01-25,2013-03-13
1417,ZA13,06_p,WD,2013-01-25,2013-03-13
1418,ZA13,06_p,WD,2013-01-25,2013-03-13
1419,ZA13,06_p,WD,2013-01-25,2013-03-13
1420,ZA13,06_p,WD,2013-01-25,2013-03-13
1421,ZA13,06_p,WD,2013-01-25,2013-03-13
1422,ZA13,06_p,WD,2013-01-25,2013-03-13
1423,ZA13,06_p,WD,2013-01-25,2013-03-13
1424,ZA13,06_p,WD,2013-01-25,2013-03-13
1425,ZA13,06_p,WD,2013-01-25,2013-03-13
1426,ZA13,06_p,WD,2013-01-25,2013-03-13
1427,ZA13,06_p,WD,2013-01-25,2013-03-13
1428,ZA13,06_p,WD,2013-01-25,2013-03-13
1429,ZA13,06_p,WD,2013-01-25,2013-03-13
1430,ZA13,06_p,WD,2013-01-25,2013-03-13
1431,ZA13,06_p,WD,2013-01-25,2013-03-13
1432,ZA13,06_p,WD,2013-01-25,2013-03-13
1433,ZA13,06_p,WD,2013-01-25,2013-03-13
1434,ZA13,06_p,WD,2013-01-25,2013-03-13
1435,ZA13,06_p,WD,2013-01-25,2013-03-13
1436,ZA13,06_p,WD,2013-01-25,2013-03-13
1437,ZA13,06_p,WD,2013-01-25,2013-03-13
1438,ZA13,06_p,WD,2013-01-25,2013-03-13
1439,ZA13,06_p,WD,2013-01-25,2013-03-13
1440,ZA13,06_p,WD,2013-01-25,2013-03-13
1441,ZA13,03_p,WD,2013-01-25,2013-03-13
1442,ZA13,03_p,WD,2013-01-25,2013-03-13
1443,ZA13,03_p,WD,2013-01-25,2013-03-13
1444,ZA13,03_p,WD,2013-01-25,2013-03-13
1445,ZA13,03_p,WD,2013-01-25,2013-03-13
1446,ZA13,03_p,WD,2013-01-25,2013-03-13
1447,ZA13,03_p,WD,2013-01-25,2013-03-13
1448,ZA13,03_p,WD,2013-01-25,2013-03-13
1449,ZA13,03_p,WD,2013-01-25,2013-03-13
1450,ZA13,03_p,WD,2013-01-25,2013-03-13
1451,ZA13,03_p,WD,2013-01-25,2013-03-13
1452,ZA13,03_p,WD,2013-01-25,2013-03-13
1453,ZA13,03_p,WD,2013-01-25,2013-03-13
1454,ZA13,03_p,WD,2013-01-25,2013-03-13
1455,ZA13,03_p,WD,2013-01-25,2013-03-13
1456,ZA13,03_p,WD,2013-01-25,2013-03-13
1457,ZA13,03_p,WD,2013-01-25,2013-03-13
1458,ZA13,03_p,WD,2013-01-25,2013-03-13
1459,ZA13,03_p,WD,2013-01-25,2013-03-13
1460,ZA13,03_p,WD,2013-01-25,2013-03-13
1461,ZA13,03_p,WD,2013-01-25,2013-03-13
1462,ZA13,03_p,WD,2013-01-25,2013-03-13
1463,ZA13,03_p,WD,2013-01-25,2013-03-13
1464,ZA13,03_p,WD,2013-01-25,2013-03-13
1465,ZA13,03_p,WD,2013-01-25,2013-03-13
1466,ZA13,03_p,WD,2013-01-25,2013-03-13
1467,ZA13,03_p,WD,2013-01-25,2013-03-13
1468,ZA13,03_p,WD,2013-01-25,2013-03-13
1469,ZA13,03_p,WD,2013-01-25,2013-03-13
1470,ZA13,03_p,WD,2013-01-25,2013-03-13
1471,ZA13,06_p,WD,2013-01-25,2013-03-13
1472,ZA13,06_p,WD,2013-01-25,2013-03-13
1473,ZA13,06_p,WD,2013-01-25,2013-03-13
1474,ZA13,06_p,WD,2013-01-25,2013-03-13
1475,ZA13,06_p,WD,2013-01-25,2013-03-13
1476,ZA13,06_p,WD,2013-01-25,2013-03-13
1477,ZA13,06_p,WD,2013-01-25,2013-03-13
1478,ZA13,06_p,WD,2013-01-25,2013-03-13
1479,ZA13,06_p,WD,2013-01-25,2013-03-13
1480,ZA13,06_p,WD,2013-01-25,2013-03-13
1481,ZA13,06_p,WD,2013-01-25,2013-03-13
1482,ZA13,06_p,WD,2013-01-25,2013-03-13
1483,ZA13,06_p,WD,2013-01-25,2013-03-13
1484,ZA13,06_p,WD,2013-01-25,2013-03-13
1485,ZA13,06_p,WD,2013-01-25,2013-03-13
1486,ZA13,06_p,WD,2013-01-25,2013-03-13
1487,ZA13,06_p,WD,2013-01-25,2013-03-13
1488,ZA13,06_p,WD,2013-01-25,2013-03-13
1489,ZA13,06_p,WD,2013-01-25,2013-03-13
1490,ZA13,06_p,WD,2013-01-25,2013-03-13
1491,ZA13,06_p,WD,2013-01-25,2013-03-13
1492,ZA13,06_p,WD,2013-01-25,2013-03-13
1493,ZA13,06_p,WD,2013-01-25,2013-03-13
1494,ZA13,06_p,WD,2013-01-25,2013-03-13
1495,ZA13,06_p,WD,2013-01-25,2013-03-13
1496,ZA13,06_p,WD,2013-01-25,2013-03-13
1497,ZA13,06_p,WD,2013-01-25,2013-03-13
1498,ZA13,06_p,WD,2013-01-25,2013-03-13
1499,ZA13,06_p,WD,2013-01-25,2013-03-13
1500,ZA13,06_p,WD,2013-01-25,2013-03-13
1501,ZA13,03_p,WD,2013-01-25,2013-03-13
1502,ZA13,03_p,WD,2013-01-25,2013-03-13
1503,ZA13,03_p,WD,2013-01-25,2013-03-13
1504,ZA13,03_p,WD,2013-01-25,2013-03-13
1505,ZA13,03_p,WD,2013-01-25,2013-03-13
1506,ZA13,03_p,WD,2013-01-25,2013-03-13
1507,ZA13,03_p,WD,2013-01-25,2013-03-13
1508,ZA13,03_p,WD,2013-01-25,2013-03-13
1509,ZA13,03_p,WD,2013-01-25,2013-03-13
1510,ZA13,03_p,WD,2013-01-25,2013-03-13
1511,ZA13,03_p,WD,2013-01-25,2013-03-13
1512,ZA13,03_p,WD,2013-01-25,2013-03-13
1513,ZA13,03_p,WD,2013-01-25,2013-03-13
1514,ZA13,03_p,WD,2013-01-25,2013-03-13
1515,ZA13,03_p,WD,2013-01-25,2013-03-13
1516,ZA13,03_p,WD,2013-01-25,2013-03-13
1517,ZA13,03_p,WD,2013-01-25,2013-03-13
1518,ZA13,03_p,WD,2013-01-25,2013-03-13
1519,ZA13,03_p,WD,2013-01-25,2013-03-13
1520,ZA13,03_p,WD,2013-01-25,2013-03-13
1521,ZA13,03_p,WD,2013-01-25,2013-03-13
1522,ZA13,03_p,WD,2013-01-25,2013-03-13
1523,ZA13,03_p,WD,2013-01-25,2013-03-13
1524,ZA13,03_p,WD,2013-01-25,2013-03-13
1525,ZA13,03_p,WD,2013-01-25,2013-03-13
1526,ZA13,03_p,WD,2013-01-25,2013-03-13
1527,ZA13,03_p,WD,2013-01-25,2013-03-13
1528,ZA13,03_p,WD,2013-01-25,2013-03-13
1529,ZA13,03_p,WD,2013-01-25,2013-03-13
1530,ZA13,03_p,WD,2013-01-25,2013-03-13
1531,ZA13,06_p,WD,2013-01-25,2013-03-13
1532,ZA13,06_p,WD,2013-01-25,2013-03-13
1533,ZA13,06_p,WD,2013-01-25,2013-03-13
1534,ZA13,06_p,WD,2013-01-25,2013-03-13
1535,ZA13,06_p,WD,2013-01-25,2013-03-13
1536,ZA13,06_p,WD,2013-01-25,2013-03-13
1537,ZA13,06_p,WD,2013-01-25,2013-03-13
1538,ZA13,06_p,WD,2013-01-25,2013-03-13
1539,ZA13,06_p,WD,2013-01-25,2013-03-13
1540,ZA13,06_p,WD,2013-01-25,2013-03-13
1541,ZA13,06_p,WD,2013-01-25,2013-03-13
1542,ZA13,06_p,WD,2013-01-25,2013-03-13
1543,ZA13,06_p,WD,2013-01-25,2013-03-13
1544,ZA13,06_p,WD,2013-01-25,2013-03-13
1545,ZA13,06_p,WD,2013-01-25,2013-03-13
1546,ZA13,06_p,WD,2013-01-25,2013-03-13
1547,ZA13,06_p,WD,2013-01-25,2013-03-13
1548,ZA13,06_p,WD,2013-01-25,2013-03-13
1549,ZA13,06_p,WD,2013-01-25,2013-03-13
1550,ZA13,06_p,WD,2013-01-25,2013-03-13
1551,ZA13,06_p,WD,2013-01-25,2013-03-13
1552,ZA13,06_p,WD,2013-01-25,2013-03-13
1553,ZA13,06_p,WD,2013-01-25,2013-03-13
1554,ZA13,06_p,WD,2013-01-25,2013-03-13
1555,ZA13,06_p,WD,2013-01-25,2013-03-13
1556,ZA13,06_p,WD,2013-01-25,2013-03-13
1557,ZA13,06_p,WD,2013-01-25,2013-03-13
1558,ZA13,06_p,WD,2013-01-25,2013-03-13
1559,ZA13,06_p,WD,2013-01-25,2013-03-13
1560,ZA13,06_p,WD,2013-01-25,2013-03-13
1561,ZA13,03_p,WW,2013-01-25,2013-03-15
1562,ZA13,03_p,WW,2013-01-25,2013-03-15
1563,ZA13,03_p,WW,2013-01-25,2013-03-15
1564,ZA13,03_p,WW,2013-01-25,2013-03-15
1565,ZA13,03_p,WW,2013-01-25,2013-03-15
1566,ZA13,03_p,WW,2013-01-25,2013-03-15
1567,ZA13,03_p,WW,2013-01-25,2013-03-15
1568,ZA13,03_p,WW,2013-01-25,2013-03-15
1569,ZA13,03_p,WW,2013-01-25,2013-03-15
1570,ZA13,03_p,WW,2013-01-25,2013-03-15
1571,ZA13,03_p,WW,2013-01-25,2013-03-15
1572,ZA13,03_p,WW,2013-01-25,2013-03-15
1573,ZA13,03_p,WW,2013-01-25,2013-03-15
1574,ZA13,03_p,WW,2013-01-25,2013-03-15
1575,ZA13,03_p,WW,2013-01-25,2013-03-15
1576,ZA13,03_p,WW,2013-01-25,2013-03-15
1577,ZA13,03_p,WW,2013-01-25,2013-03-15
1578,ZA13,03_p,WW,2013-01-25,2013-03-15
1579,ZA13,03_p,WW,2013-01-25,2013-03-15
1580,ZA13,03_p,WW,2013-01-25,2013-03-15
1581,ZA13,03_p,WW,2013-01-25,2013-03-15
1582,ZA13,03_p,WW,2013-01-25,2013-03-15
1583,ZA13,03_p,WW,2013-01-25,2013-03-15
1584,ZA13,03_p,WW,2013-01-25,2013-03-15
1585,ZA13,03_p,WW,2013-01-25,2013-03-15
1586,ZA13,03_p,WW,2013-01-25,2013-03-15
1587,ZA13,03_p,WW,2013-01-25,2013-03-15
1588,ZA13,03_p,WW,2013-01-25,2013-03-15
1589,ZA13,03_p,WW,2013-01-25,2013-03-15
1590,ZA13,03_p,WW,2013-01-25,2013-03-15
1591,ZA13,06_p,WD,2013-01-25,2013-03-15
1592,ZA13,06_p,WD,2013-01-25,2013-03-15
1593,ZA13,06_p,WD,2013-01-25,2013-03-15
1594,ZA13,06_p,WD,2013-01-25,2013-03-15
1595,ZA13,06_p,WD,2013-01-25,2013-03-15
1596,ZA13,06_p,WD,2013-01-25,2013-03-15
1597,ZA13,06_p,WD,2013-01-25,2013-03-15
1598,ZA13,06_p,WD,2013-01-25,2013-03-15
1599,ZA13,06_p,WD,2013-01-25,2013-03-15
1600,ZA13,06_p,WD,2013-01-25,2013-03-15
1601,ZA13,06_p,WD,2013-01-25,2013-03-15
1602,ZA13,06_p,WD,2013-01-25,2013-03-15
1603,ZA13,06_p,WD,2013-01-25,2013-03-15
1604,ZA13,06_p,WD,2013-01-25,2013-03-15
1605,ZA13,06_p,WD,2013-01-25,2013-03-15
1606,ZA13,06_p,WD,2013-01-25,2013-03-15
1607,ZA13,06_p,WD,2013-01-25,2013-03-15
1608,ZA13,06_p,WD,2013-01-25,2013-03-15
1609,ZA13,06_p,WD,2013-01-25,2013-03-15
1610,ZA13,06_p,WD,2013-01-25,2013-03-15
1611,ZA13,06_p,WD,2013-01-25,2013-03-15
1612,ZA13,06_p,WD,2013-01-25,2013-03-15
1613,ZA13,06_p,WD,2013-01-25,2013-03-15
1614,ZA13,06_p,WD,2013-01-25,2013-03-15
1615,ZA13,06_p,WD,2013-01-25,2013-03-15
1616,ZA13,06_p,WD,2013-01-25,2013-03-15
1617,ZA13,06_p,WD,2013-01-25,2013-03-15
1618,ZA13,06_p,WD,2013-01-25,2013-03-15
1619,ZA13,06_p,WD,2013-01-25,2013-03-15
1620,ZA13,06_p,WD,2013-01-25,2013-03-15
1621,ZA13,03_p,WW,2013-01-24,2013-03-15
1622,ZA13,03_p,WW,2013-01-24,2013-03-15
1623,ZA13,03_p,WW,2013-01-24,2013-03-15
1624,ZA13,03_p,WW,2013-01-24,2013-03-15
1625,ZA13,03_p,WD,2013-01-25,2013-03-15
1626,ZA13,03_p,WD,2013-01-25,2013-03-15
1627,ZA13,03_p,WD,2013-01-25,2013-03-15
1628,ZA13,03_p,WD,2013-01-25,2013-03-15
1629,ZA13,03_p,WD,2013-01-25,2013-03-15
1630,ZA13,03_p,WD,2013-01-25,2013-03-15
1631,ZA13,03_p,WD,2013-01-25,2013-03-15
1632,ZA13,03_p,WD,2013-01-25,2013-03-15
1633,ZA13,03_p,WW,2013-01-24,2013-03-15
1634,ZA13,03_p,WW,2013-01-24,2013-03-15
1635,ZA13,03_p,WW,2013-01-24,2013-03-15
1636,ZA13,03_p,WW,2013-01-24,2013-03-15
1637,ZA13,03_p,WW,2013-01-24,2013-03-15
1638,ZA13,03_p,WW,2013-01-24,2013-03-15
1639,ZA13,03_p,WW,2013-01-24,2013-03-15
1640,ZA13,03_p,WW,2013-01-24,2013-03-15
1641,ZA13,03_p,WD,2013-01-25,2013-03-15
1642,ZA13,03_p,WD,2013-01-25,2013-03-15
1643,ZA13,03_p,WD,2013-01-25,2013-03-15
1644,ZA13,03_p,WD,2013-01-25,2013-03-15
1645,ZA13,03_p,WD,2013-01-25,2013-03-15
1646,ZA13,03_p,WD,2013-01-25,2013-03-15
1647,ZA13,03_p,WD,2013-01-25,2013-03-15
1648,ZA13,03_p,WD,2013-01-25,2013-03-15
1649,ZA13,03_p,WW,2013-01-24,2013-03-15
1650,ZA13,03_p,WW,2013-01-24,2013-03-15
1651,ZA13,06_p,WW,2013-01-24,2013-03-15
1652,ZA13,06_p,WW,2013-01-24,2013-03-15
1653,ZA13,06_p,WW,2013-01-24,2013-03-15
1654,ZA13,06_p,WW,2013-01-24,2013-03-15
1655,ZA13,06_p,WW,2013-01-24,2013-03-15
1656,ZA13,06_p,WW,2013-01-24,2013-03-15
1657,ZA13,06_p,WD,2013-01-25,2013-03-15
1658,ZA13,06_p,WD,2013-01-25,2013-03-15
1659,ZA13,06_p,WD,2013-01-25,2013-03-15
1660,ZA13,06_p,WD,2013-01-25,2013-03-15
1661,ZA13,06_p,WD,2013-01-25,2013-03-15
1662,ZA13,06_p,WD,2013-01-25,2013-03-15
1663,ZA13,06_p,WD,2013-01-25,2013-03-15
1664,ZA13,06_p,WD,2013-01-25,2013-03-15
1665,ZA13,06_p,WW,2013-01-24,2013-03-15
1666,ZA13,06_p,WW,2013-01-24,2013-03-15
1667,ZA13,06_p,WW,2013-01-24,2013-03-15
1668,ZA13,06_p,WW,2013-01-24,2013-03-15
1669,ZA13,06_p,WW,2013-01-24,2013-03-15
1670,ZA13,06_p,WW,2013-01-24,2013-03-15
1671,ZA13,06_p,WW,2013-01-24,2013-03-15
1672,ZA13,06_p,WW,2013-01-24,2013-03-15
1673,ZA13,06_p,WD,2013-01-25,2013-03-15
1674,ZA13,06_p,WD,2013-01-25,2013-03-15
1675,ZA13,06_p,WD,2013-01-25,2013-03-15
1676,ZA13,06_p,WD,2013-01-25,2013-03-15
1677,ZA13,06_p,WD,2013-01-25,2013-03-15
1678,ZA13,06_p,WD,2013-01-25,2013-03-15
1679,ZA13,06_p,WD,2013-01-25,2013-03-15
1680,ZA13,06_p,WD,2013-01-25,2013-03-15
1,ZA16,01_p,WD,2016-05-10,2016-06-21
2,ZA16,01_p,WD,2016-05-10,2016-06-21
