Pot,Manip,Area,Scenario,Sowing,Harvesting
522,ZB12,04_p,WW,2012-05-14,2012-06-22
523,ZB12,04_p,WW,2012-05-14,2012-06-22
524,ZB12,04_p,WW,2012-05-14,2012-06-22
525,ZB12,04_p,WW,2012-05-14,2012-06-22
526,ZB12,04_p,WW,2012-05-14,2012-06-22
527,ZB12,04_p,WW,2012-05-14,2012-06-22
528,ZB12,04_p,WW,2012-05-14,2012-06-22
529,ZB12,04_p,WW,2012-05-14,2012-06-22
530,ZB12,04_p,WW,2012-05-14,2012-06-22
531,ZB12,04_p,WW,2012-05-14,2012-06-22
532,ZB12,04_p,WW,2012-05-14,2012-06-22
533,ZB12,04_p,WW,2012-05-14,2012-06-22
534,ZB12,04_p,WW,2012-05-14,2012-06-22
535,ZB12,04_p,WW,2012-05-14,2012-06-22
536,ZB12,04_p,WW,2012-05-14,2012-06-22
537,ZB12,04_p,WW,2012-05-14,2012-06-22
538,ZB12,04_p,WW,2012-05-14,2012-06-22
539,ZB12,04_p,WW,2012-05-14,2012-06-22
540,ZB12,04_p,WW,2012-05-14,2012-06-22
541,ZB12,02_p,WW,2012-05-14,2012-06-22
542,ZB12,02_p,WW,2012-05-14,2012-06-22
543,ZB12,02_p,WW,2012-05-14,2012-06-22
544,ZB12,02_p,WW,2012-05-14,2012-06-22
545,ZB12,02_p,WW,2012-05-14,2012-06-22
546,ZB12,02_p,WW,2012-05-14,2012-06-22
547,ZB12,02_p,WW,2012-05-14,2012-06-22
548,ZB12,02_p,WW,2012-05-14,2012-06-22
549,ZB12,02_p,WW,2012-05-14,2012-06-22
550,ZB12,02_p,WW,2012-05-14,2012-06-22
551,ZB12,02_p,WW,2012-05-14,2012-06-22
552,ZB12,02_p,WW,2012-05-14,2012-06-22
553,ZB12,02_p,WW,2012-05-14,2012-06-22
554,ZB12,02_p,WW,2012-05-14,2012-06-22
555,ZB12,02_p,WW,2012-05-14,2012-06-22
556,ZB12,02_p,WW,2012-05-14,2012-06-22
557,ZB12,02_p,WW,2012-05-14,2012-06-22
558,ZB12,02_p,WW,2012-05-14,2012-06-22
559,ZB12,02_p,WW,2012-05-14,2012-06-22
560,ZB12,02_p,WW,2012-05-14,2012-06-22
561,ZB12,02_p,WW,2012-05-14,2012-06-22
562,ZB12,02_p,WW,2012-05-14,2012-06-22
563,ZB12,02_p,WW,2012-05-14,2012-06-22
564,ZB12,02_p,WW,2012-05-14,2012-06-22
565,ZB12,02_p,WW,2012-05-14,2012-06-22
566,ZB12,02_p,WW,2012-05-14,2012-06-22
567,ZB12,02_p,WW,2012-05-14,2012-06-22
568,ZB12,02_p,WW,2012-05-14,2012-06-22
569,ZB12,02_p,WW,2012-05-14,2012-06-22
570,ZB12,02_p,WW,2012-05-14,2012-06-22
571,ZB12,05_p,WW,2012-05-14,2012-06-22
572,ZB12,05_p,WW,2012-05-14,2012-06-22
573,ZB12,05_p,WW,2012-05-14,2012-06-22
574,ZB12,05_p,WW,2012-05-14,2012-06-22
575,ZB12,05_p,WW,2012-05-14,2012-06-22
576,ZB12,05_p,WW,2012-05-14,2012-06-22
577,ZB12,05_p,WW,2012-05-14,2012-06-22
578,ZB12,05_p,WW,2012-05-14,2012-06-22
579,ZB12,05_p,WW,2012-05-14,2012-06-22
580,ZB12,05_p,WW,2012-05-14,2012-06-22
581,ZB12,05_p,WW,2012-05-14,2012-06-22
582,ZB12,05_p,WW,2012-05-14,2012-06-22
583,ZB12,05_p,WW,2012-05-14,2012-06-22
584,ZB12,05_p,WW,2012-05-14,2012-06-22
585,ZB12,05_p,WW,2012-05-14,2012-06-22
586,ZB12,05_p,WW,2012-05-14,2012-06-22
587,ZB12,05_p,WW,2012-05-14,2012-06-22
588,ZB12,05_p,WW,2012-05-14,2012-06-22
589,ZB12,05_p,WW,2012-05-14,2012-06-22
590,ZB12,05_p,WW,2012-05-14,2012-06-22
591,ZB12,05_p,WW,2012-05-14,2012-06-22
592,ZB12,05_p,WW,2012-05-14,2012-06-22
593,ZB12,05_p,WW,2012-05-14,2012-06-22
594,ZB12,05_p,WW,2012-05-14,2012-06-22
595,ZB12,05_p,WW,2012-05-14,2012-06-22
596,ZB12,05_p,WW,2012-05-14,2012-06-22
597,ZB12,05_p,WW,2012-05-14,2012-06-22
598,ZB12,05_p,WW,2012-05-14,2012-06-22
599,ZB12,05_p,WW,2012-05-14,2012-06-22
600,ZB12,05_p,WW,2012-05-14,2012-06-22
601,ZB12,02_p,WW,2012-05-14,2012-06-22
602,ZB12,02_p,WW,2012-05-14,2012-06-22
603,ZB12,02_p,WW,2012-05-14,2012-06-22
604,ZB12,02_p,WW,2012-05-14,2012-06-22
605,ZB12,02_p,WW,2012-05-14,2012-06-22
606,ZB12,02_p,WW,2012-05-14,2012-06-22
607,ZB12,02_p,WW,2012-05-14,2012-06-22
608,ZB12,02_p,WW,2012-05-14,2012-06-22
609,ZB12,02_p,WW,2012-05-14,2012-06-22
610,ZB12,02_p,WW,2012-05-14,2012-06-22
611,ZB12,02_p,WW,2012-05-14,2012-06-22
612,ZB12,02_p,WW,2012-05-14,2012-06-22
613,ZB12,02_p,WW,2012-05-14,2012-06-22
614,ZB12,02_p,WW,2012-05-14,2012-06-22
615,ZB12,02_p,WW,2012-05-14,2012-06-22
616,ZB12,02_p,WW,2012-05-14,2012-06-22
617,ZB12,02_p,WW,2012-05-14,2012-06-22
618,ZB12,02_p,WW,2012-05-14,2012-06-22
619,ZB12,02_p,WW,2012-05-14,2012-06-22
620,ZB12,02_p,WW,2012-05-14,2012-06-22
621,ZB12,02_p,WW,2012-05-14,2012-06-22
622,ZB12,02_p,WW,2012-05-14,2012-06-22
623,ZB12,02_p,WW,2012-05-14,2012-06-22
624,ZB12,02_p,WW,2012-05-14,2012-06-22
625,ZB12,02_p,WW,2012-05-14,2012-06-22
626,ZB12,02_p,WW,2012-05-14,2012-06-22
627,ZB12,02_p,WW,2012-05-14,2012-06-22
628,ZB12,02_p,WW,2012-05-14,2012-06-22
629,ZB12,02_p,WW,2012-05-14,2012-06-22
630,ZB12,02_p,WW,2012-05-14,2012-06-22
631,ZB12,05_p,WW,2012-05-14,2012-06-22
632,ZB12,05_p,WW,2012-05-14,2012-06-22
633,ZB12,05_p,WW,2012-05-14,2012-06-22
634,ZB12,05_p,WW,2012-05-14,2012-06-22
635,ZB12,05_p,WW,2012-05-14,2012-06-22
636,ZB12,05_p,WW,2012-05-14,2012-06-22
637,ZB12,05_p,WW,2012-05-14,2012-06-22
638,ZB12,05_p,WW,2012-05-14,2012-06-22
639,ZB12,05_p,WW,2012-05-14,2012-06-22
640,ZB12,05_p,WW,2012-05-14,2012-06-22
641,ZB12,05_p,WW,2012-05-14,2012-06-22
642,ZB12,05_p,WW,2012-05-14,2012-06-22
643,ZB12,05_p,WW,2012-05-14,2012-06-22
644,ZB12,05_p,WW,2012-05-14,2012-06-22
645,ZB12,05_p,WW,2012-05-14,2012-06-22
646,ZB12,05_p,WW,2012-05-14,2012-06-22
647,ZB12,05_p,WW,2012-05-14,2012-06-22
648,ZB12,05_p,WW,2012-05-14,2012-06-22
649,ZB12,05_p,WW,2012-05-14,2012-06-22
650,ZB12,05_p,WW,2012-05-14,2012-06-22
651,ZB12,05_p,WW,2012-05-14,2012-06-22
652,ZB12,05_p,WW,2012-05-14,2012-06-22
653,ZB12,05_p,WW,2012-05-14,2012-06-22
654,ZB12,05_p,WW,2012-05-14,2012-06-22
655,ZB12,05_p,WW,2012-05-14,2012-06-22
656,ZB12,05_p,WW,2012-05-14,2012-06-22
657,ZB12,05_p,WW,2012-05-14,2012-06-22
658,ZB12,05_p,WW,2012-05-14,2012-06-22
659,ZB12,05_p,WW,2012-05-14,2012-06-22
660,ZB12,05_p,WW,2012-05-14,2012-06-22
661,ZB12,02_p,WW,2012-05-14,2012-06-22
662,ZB12,02_p,WW,2012-05-14,2012-06-22
663,ZB12,02_p,WW,2012-05-14,2012-06-22
664,ZB12,02_p,WW,2012-05-14,2012-06-22
665,ZB12,02_p,WW,2012-05-14,2012-06-22
666,ZB12,02_p,WW,2012-05-14,2012-06-22
667,ZB12,02_p,WW,2012-05-14,2012-06-22
668,ZB12,02_p,WW,2012-05-14,2012-06-22
669,ZB12,02_p,WW,2012-05-14,2012-06-22
670,ZB12,02_p,WW,2012-05-14,2012-06-22
671,ZB12,02_p,WW,2012-05-14,2012-06-22
672,ZB12,02_p,WW,2012-05-14,2012-06-22
673,ZB12,02_p,WW,2012-05-14,2012-06-22
674,ZB12,02_p,WW,2012-05-14,2012-06-22
675,ZB12,02_p,WW,2012-05-14,2012-06-22
676,ZB12,02_p,WW,2012-05-14,2012-06-22
677,ZB12,02_p,WW,2012-05-14,2012-06-22
678,ZB12,02_p,WW,2012-05-14,2012-06-22
679,ZB12,02_p,WW,2012-05-14,2012-06-22
680,ZB12,02_p,WW,2012-05-14,2012-06-22
681,ZB12,02_p,WW,2012-05-14,2012-06-22
682,ZB12,02_p,WW,2012-05-14,2012-06-22
683,ZB12,02_p,WW,2012-05-14,2012-06-22
684,ZB12,02_p,WW,2012-05-14,2012-06-22
685,ZB12,02_p,WW,2012-05-14,2012-06-22
686,ZB12,02_p,WW,2012-05-14,2012-06-22
687,ZB12,02_p,WW,2012-05-14,2012-06-22
688,ZB12,02_p,WW,2012-05-14,2012-06-22
689,ZB12,02_p,WW,2012-05-14,2012-06-22
690,ZB12,02_p,WW,2012-05-14,2012-06-22
691,ZB12,05_p,WW,2012-05-14,2012-06-22
692,ZB12,05_p,WW,2012-05-14,2012-06-22
693,ZB12,05_p,WW,2012-05-14,2012-06-22
694,ZB12,05_p,WW,2012-05-14,2012-06-22
695,ZB12,05_p,WW,2012-05-14,2012-06-22
696,ZB12,05_p,WW,2012-05-14,2012-06-22
697,ZB12,05_p,WW,2012-05-14,2012-06-22
698,ZB12,05_p,WW,2012-05-14,2012-06-22
699,ZB12,05_p,WW,2012-05-14,2012-06-22
700,ZB12,05_p,WW,2012-05-14,2012-06-22
701,ZB12,05_p,WW,2012-05-14,2012-06-22
702,ZB12,05_p,WW,2012-05-14,2012-06-22
703,ZB12,05_p,WW,2012-05-14,2012-06-22
704,ZB12,05_p,WW,2012-05-14,2012-06-22
705,ZB12,05_p,WW,2012-05-14,2012-06-22
706,ZB12,05_p,WW,2012-05-14,2012-06-22
707,ZB12,05_p,WW,2012-05-14,2012-06-22
708,ZB12,05_p,WW,2012-05-14,2012-06-22
709,ZB12,05_p,WW,2012-05-14,2012-06-22
710,ZB12,05_p,WW,2012-05-14,2012-06-22
711,ZB12,05_p,WW,2012-05-14,2012-06-22
712,ZB12,05_p,WW,2012-05-14,2012-06-22
713,ZB12,05_p,WW,2012-05-14,2012-06-22
714,ZB12,05_p,WW,2012-05-14,2012-06-22
715,ZB12,05_p,WW,2012-05-14,2012-06-22
716,ZB12,05_p,WW,2012-05-14,2012-06-22
717,ZB12,05_p,WW,2012-05-14,2012-06-22
718,ZB12,05_p,WW,2012-05-14,2012-06-22
719,ZB12,05_p,WW,2012-05-14,2012-06-22
720,ZB12,05_p,WW,2012-05-14,2012-06-22
721,ZB12,02_p,WW,2012-05-14,2012-06-22
722,ZB12,02_p,WW,2012-05-14,2012-06-22
723,ZB12,02_p,WW,2012-05-14,2012-06-22
724,ZB12,02_p,WW,2012-05-14,2012-06-22
725,ZB12,02_p,WW,2012-05-14,2012-06-22
726,ZB12,02_p,WW,2012-05-14,2012-06-22
727,ZB12,02_p,WW,2012-05-14,2012-06-22
728,ZB12,02_p,WW,2012-05-14,2012-06-22
729,ZB12,02_p,WW,2012-05-14,2012-06-22
730,ZB12,02_p,WW,2012-05-14,2012-06-22
731,ZB12,02_p,WW,2012-05-14,2012-06-22
732,ZB12,02_p,WW,2012-05-14,2012-06-22
733,ZB12,02_p,WW,2012-05-14,2012-06-22
734,ZB12,02_p,WW,2012-05-14,2012-06-22
735,ZB12,02_p,WW,2012-05-14,2012-06-22
736,ZB12,02_p,WW,2012-05-14,2012-06-22
737,ZB12,02_p,WW,2012-05-14,2012-06-22
738,ZB12,02_p,WW,2012-05-14,2012-06-22
739,ZB12,02_p,WW,2012-05-14,2012-06-22
740,ZB12,02_p,WW,2012-05-14,2012-06-22
741,ZB12,02_p,WW,2012-05-14,2012-06-22
742,ZB12,02_p,WW,2012-05-14,2012-06-22
743,ZB12,02_p,WW,2012-05-14,2012-06-22
744,ZB12,02_p,WW,2012-05-14,2012-06-22
745,ZB12,02_p,WW,2012-05-14,2012-06-22
746,ZB12,02_p,WW,2012-05-14,2012-06-22
747,ZB12,02_p,WW,2012-05-14,2012-06-22
748,ZB12,02_p,WW,2012-05-14,2012-06-22
749,ZB12,02_p,WW,2012-05-14,2012-06-22
750,ZB12,02_p,WW,2012-05-14,2012-06-22
751,ZB12,05_p,WW,2012-05-14,2012-06-22
752,ZB12,05_p,WW,2012-05-14,2012-06-22
753,ZB12,05_p,WW,2012-05-14,2012-06-22
754,ZB12,05_p,WW,2012-05-14,2012-06-22
755,ZB12,05_p,WW,2012-05-14,2012-06-22
756,ZB12,05_p,WW,2012-05-14,2012-06-22
757,ZB12,05_p,WW,2012-05-14,2012-06-22
758,ZB12,05_p,WW,2012-05-14,2012-06-22
759,ZB12,05_p,WW,2012-05-14,2012-06-22
760,ZB12,05_p,WW,2012-05-14,2012-06-22
761,ZB12,05_p,WW,2012-05-14,2012-06-22
762,ZB12,05_p,WW,2012-05-14,2012-06-22
763,ZB12,05_p,WW,2012-05-14,2012-06-22
764,ZB12,05_p,WW,2012-05-14,2012-06-22
765,ZB12,05_p,WW,2012-05-14,2012-06-22
766,ZB12,05_p,WW,2012-05-14,2012-06-22
767,ZB12,05_p,WW,2012-05-14,2012-06-22
768,ZB12,05_p,WW,2012-05-14,2012-06-22
769,ZB12,05_p,WW,2012-05-14,2012-06-22
770,ZB12,05_p,WW,2012-05-14,2012-06-22
771,ZB12,05_p,WW,2012-05-14,2012-06-22
772,ZB12,05_p,WW,2012-05-14,2012-06-22
773,ZB12,05_p,WW,2012-05-14,2012-06-22
774,ZB12,05_p,WW,2012-05-14,2012-06-22
775,ZB12,05_p,WW,2012-05-14,2012-06-22
776,ZB12,05_p,WW,2012-05-14,2012-06-22
777,ZB12,05_p,WW,2012-05-14,2012-06-22
778,ZB12,05_p,WW,2012-05-14,2012-06-22
779,ZB12,05_p,WW,2012-05-14,2012-06-22
780,ZB12,05_p,WW,2012-05-14,2012-06-22
781,ZB12,02_p,WW,2012-05-14,2012-06-22
782,ZB12,02_p,WW,2012-05-14,2012-06-22
783,ZB12,02_p,WW,2012-05-14,2012-06-22
784,ZB12,02_p,WW,2012-05-14,2012-06-22
785,ZB12,02_p,WW,2012-05-14,2012-06-22
786,ZB12,02_p,WW,2012-05-14,2012-06-22
787,ZB12,02_p,WW,2012-05-14,2012-06-22
788,ZB12,02_p,WW,2012-05-14,2012-06-22
789,ZB12,02_p,WW,2012-05-14,2012-06-22
790,ZB12,02_p,WW,2012-05-14,2012-06-22
791,ZB12,02_p,WW,2012-05-14,2012-06-22
792,ZB12,02_p,WW,2012-05-14,2012-06-22
793,ZB12,02_p,WW,2012-05-14,2012-06-22
794,ZB12,02_p,WW,2012-05-14,2012-06-22
795,ZB12,02_p,WW,2012-05-14,2012-06-22
796,ZB12,02_p,WW,2012-05-14,2012-06-22
797,ZB12,02_p,WW,2012-05-14,2012-06-22
798,ZB12,02_p,WW,2012-05-14,2012-06-22
799,ZB12,02_p,WW,2012-05-14,2012-06-22
800,ZB12,02_p,WW,2012-05-14,2012-06-22
801,ZB12,02_p,WW,2012-05-14,2012-06-22
802,ZB12,02_p,WW,2012-05-14,2012-06-22
803,ZB12,02_p,WW,2012-05-14,2012-06-22
804,ZB12,02_p,WW,2012-05-14,2012-06-22
805,ZB12,02_p,WW,2012-05-14,2012-06-22
806,ZB12,02_p,WW,2012-05-14,2012-06-22
807,ZB12,02_p,WW,2012-05-14,2012-06-22
808,ZB12,02_p,WW,2012-05-14,2012-06-22
809,ZB12,02_p,WW,2012-05-14,2012-06-22
810,ZB12,02_p,WW,2012-05-14,2012-06-22
811,ZB12,05_p,WW,2012-05-14,2012-06-22
812,ZB12,05_p,WW,2012-05-14,2012-06-22
813,ZB12,05_p,WW,2012-05-14,2012-06-22
814,ZB12,05_p,WW,2012-05-14,2012-06-22
815,ZB12,05_p,WW,2012-05-14,2012-06-22
816,ZB12,05_p,WW,2012-05-14,2012-06-22
817,ZB12,05_p,WW,2012-05-14,2012-06-22
818,ZB12,05_p,WW,2012-05-14,2012-06-22
819,ZB12,05_p,WW,2012-05-14,2012-06-22
820,ZB12,05_p,WW,2012-05-14,2012-06-22
821,ZB12,05_p,WW,2012-05-14,2012-06-22
822,ZB12,05_p,WW,2012-05-14,2012-06-22
823,ZB12,05_p,WW,2012-05-14,2012-06-22
824,ZB12,05_p,WW,2012-05-14,2012-06-22
825,ZB12,05_p,WW,2012-05-14,2012-06-22
826,ZB12,05_p,WW,2012-05-14,2012-06-22
827,ZB12,05_p,WW,2012-05-14,2012-06-22
828,ZB12,05_p,WW,2012-05-14,2012-06-22
829,ZB12,05_p,WW,2012-05-14,2012-06-22
830,ZB12,05_p,WW,2012-05-14,2012-06-22
831,ZB12,05_p,WW,2012-05-14,2012-06-22
832,ZB12,05_p,WW,2012-05-14,2012-06-22
833,ZB12,05_p,WW,2012-05-14,2012-06-22
834,ZB12,05_p,WW,2012-05-14,2012-06-22
835,ZB12,05_p,WW,2012-05-14,2012-06-22
836,ZB12,05_p,WW,2012-05-14,2012-06-22
837,ZB12,05_p,WW,2012-05-14,2012-06-22
838,ZB12,05_p,WW,2012-05-14,2012-06-22
839,ZB12,05_p,WW,2012-05-14,2012-06-22
840,ZB12,05_p,WW,2012-05-14,2012-06-22
841,ZB12,02_p,WW,2012-05-14,2012-06-22
842,ZB12,02_p,WW,2012-05-14,2012-06-22
843,ZB12,02_p,WW,2012-05-14,2012-06-22
844,ZB12,02_p,WW,2012-05-14,2012-06-22
845,ZB12,02_p,WW,2012-05-14,2012-06-22
846,ZB12,02_p,WW,2012-05-14,2012-06-22
847,ZB12,02_p,WW,2012-05-14,2012-06-22
848,ZB12,02_p,WW,2012-05-14,2012-06-22
849,ZB12,02_p,WW,2012-05-14,2012-06-22
850,ZB12,02_p,WW,2012-05-14,2012-06-22
851,ZB12,02_p,WW,2012-05-14,2012-06-22
852,ZB12,02_p,WW,2012-05-14,2012-06-22
853,ZB12,02_p,WW,2012-05-14,2012-06-22
854,ZB12,02_p,WW,2012-05-14,2012-06-22
855,ZB12,02_p,WW,2012-05-14,2012-06-22
856,ZB12,02_p,WW,2012-05-14,2012-06-22
857,ZB12,02_p,WW,2012-05-14,2012-06-22
858,ZB12,02_p,WW,2012-05-14,2012-06-22
859,ZB12,02_p,WW,2012-05-14,2012-06-22
860,ZB12,02_p,WW,2012-05-14,2012-06-22
861,ZB12,02_p,WW,2012-05-14,2012-06-22
862,ZB12,02_p,WW,2012-05-14,2012-06-22
863,ZB12,02_p,WW,2012-05-14,2012-06-22
864,ZB12,02_p,WW,2012-05-14,2012-06-22
865,ZB12,02_p,WW,2012-05-14,2012-06-22
866,ZB12,02_p,WW,2012-05-14,2012-06-22
867,ZB12,02_p,WW,2012-05-14,2012-06-22
868,ZB12,02_p,WW,2012-05-14,2012-06-22
869,ZB12,02_p,WW,2012-05-14,2012-06-22
870,ZB12,02_p,WW,2012-05-14,2012-06-22
871,ZB12,05_p,WW,2012-05-14,2012-06-22
872,ZB12,05_p,WW,2012-05-14,2012-06-22
873,ZB12,05_p,WW,2012-05-14,2012-06-22
874,ZB12,05_p,WW,2012-05-14,2012-06-22
875,ZB12,05_p,WW,2012-05-14,2012-06-22
876,ZB12,05_p,WW,2012-05-14,2012-06-22
877,ZB12,05_p,WW,2012-05-14,2012-06-22
878,ZB12,05_p,WW,2012-05-14,2012-06-22
879,ZB12,05_p,WW,2012-05-14,2012-06-22
880,ZB12,05_p,WW,2012-05-14,2012-06-22
881,ZB12,05_p,WW,2012-05-14,2012-06-22
882,ZB12,05_p,WW,2012-05-14,2012-06-22
883,ZB12,05_p,WW,2012-05-14,2012-06-22
884,ZB12,05_p,WW,2012-05-14,2012-06-22
885,ZB12,05_p,WW,2012-05-14,2012-06-22
886,ZB12,05_p,WW,2012-05-14,2012-06-22
887,ZB12,05_p,WW,2012-05-14,2012-06-22
888,ZB12,05_p,WW,2012-05-14,2012-06-22
889,ZB12,05_p,WW,2012-05-14,2012-06-22
890,ZB12,05_p,WW,2012-05-14,2012-06-22
891,ZB12,05_p,WW,2012-05-14,2012-06-22
892,ZB12,05_p,WW,2012-05-14,2012-06-22
893,ZB12,05_p,WW,2012-05-14,2012-06-22
894,ZB12,05_p,WW,2012-05-14,2012-06-22
895,ZB12,05_p,WW,2012-05-14,2012-06-22
896,ZB12,05_p,WW,2012-05-14,2012-06-22
897,ZB12,05_p,WW,2012-05-14,2012-06-22
898,ZB12,05_p,WW,2012-05-14,2012-06-22
899,ZB12,05_p,WW,2012-05-14,2012-06-22
900,ZB12,05_p,WW,2012-05-14,2012-06-22
901,ZB12,02_p,WW,2012-05-14,2012-06-22
902,ZB12,02_p,WW,2012-05-14,2012-06-22
903,ZB12,02_p,WW,2012-05-14,2012-06-22
904,ZB12,02_p,WW,2012-05-14,2012-06-22
905,ZB12,02_p,WW,2012-05-14,2012-06-22
906,ZB12,02_p,WW,2012-05-14,2012-06-22
907,ZB12,02_p,WW,2012-05-14,2012-06-22
908,ZB12,02_p,WW,2012-05-14,2012-06-22
909,ZB12,02_p,WW,2012-05-14,2012-06-22
910,ZB12,02_p,WW,2012-05-14,2012-06-22
911,ZB12,02_p,WW,2012-05-14,2012-06-22
912,ZB12,02_p,WW,2012-05-14,2012-06-22
913,ZB12,02_p,WW,2012-05-14,2012-06-22
914,ZB12,02_p,WW,2012-05-14,2012-06-22
915,ZB12,02_p,WW,2012-05-14,2012-06-22
916,ZB12,02_p,WW,2012-05-14,2012-06-22
917,ZB12,02_p,WW,2012-05-14,2012-06-22
918,ZB12,02_p,WW,2012-05-14,2012-06-22
919,ZB12,02_p,WW,2012-05-14,2012-06-22
920,ZB12,02_p,WW,2012-05-14,2012-06-22
921,ZB12,02_p,WW,2012-05-14,2012-06-22
922,ZB12,02_p,WW,2012-05-14,2012-06-22
923,ZB12,02_p,WW,2012-05-14,2012-06-22
924,ZB12,02_p,WW,2012-05-14,2012-06-22
925,ZB12,02_p,WW,2012-05-14,2012-06-22
926,ZB12,02_p,WW,2012-05-14,2012-06-22
927,ZB12,02_p,WW,2012-05-14,2012-06-22
928,ZB12,02_p,WW,2012-05-14,2012-06-22
929,ZB12,02_p,WW,2012-05-14,2012-06-22
930,ZB12,02_p,WW,2012-05-14,2012-06-22
931,ZB12,05_p,WW,2012-05-14,2012-06-22
932,ZB12,05_p,WW,2012-05-14,2012-06-22
933,ZB12,05_p,WW,2012-05-14,2012-06-22
934,ZB12,05_p,WW,2012-05-14,2012-06-22
935,ZB12,05_p,WW,2012-05-14,2012-06-22
936,ZB12,05_p,WW,2012-05-14,2012-06-22
937,ZB12,05_p,WW,2012-05-14,2012-06-22
938,ZB12,05_p,WW,2012-05-14,2012-06-22
939,ZB12,05_p,WW,2012-05-14,2012-06-22
940,ZB12,05_p,WW,2012-05-14,2012-06-22
941,ZB12,05_p,WW,2012-05-14,2012-06-22
942,ZB12,05_p,WW,2012-05-14,2012-06-22
943,ZB12,05_p,WW,2012-05-14,2012-06-22
944,ZB12,05_p,WW,2012-05-14,2012-06-22
945,ZB12,05_p,WW,2012-05-14,2012-06-22
946,ZB12,05_p,WW,2012-05-14,2012-06-22
947,ZB12,05_p,WW,2012-05-14,2012-06-22
948,ZB12,05_p,WW,2012-05-14,2012-06-22
949,ZB12,05_p,WW,2012-05-14,2012-06-22
950,ZB12,05_p,WW,2012-05-14,2012-06-22
951,ZB12,05_p,WW,2012-05-14,2012-06-22
952,ZB12,05_p,WW,2012-05-14,2012-06-22
953,ZB12,05_p,WW,2012-05-14,2012-06-22
954,ZB12,05_p,WW,2012-05-14,2012-06-22
955,ZB12,05_p,WW,2012-05-14,2012-06-22
956,ZB12,05_p,WW,2012-05-14,2012-06-22
957,ZB12,05_p,WW,2012-05-14,2012-06-22
958,ZB12,05_p,WW,2012-05-14,2012-06-22
959,ZB12,05_p,WW,2012-05-14,2012-06-22
960,ZB12,05_p,WW,2012-05-14,2012-06-22
961,ZB12,02_p,WW,2012-05-14,2012-06-22
962,ZB12,02_p,WW,2012-05-14,2012-06-22
963,ZB12,02_p,WW,2012-05-14,2012-06-22
964,ZB12,02_p,WW,2012-05-14,2012-06-22
965,ZB12,02_p,WW,2012-05-14,2012-06-22
966,ZB12,02_p,WW,2012-05-14,2012-06-22
967,ZB12,02_p,WW,2012-05-14,2012-06-22
968,ZB12,02_p,WW,2012-05-14,2012-06-22
969,ZB12,02_p,WW,2012-05-14,2012-06-22
970,ZB12,02_p,WW,2012-05-14,2012-06-22
971,ZB12,02_p,WW,2012-05-14,2012-06-22
972,ZB12,02_p,WW,2012-05-14,2012-06-22
973,ZB12,02_p,WW,2012-05-14,2012-06-22
974,ZB12,02_p,WW,2012-05-14,2012-06-22
975,ZB12,02_p,WW,2012-05-14,2012-06-22
976,ZB12,02_p,WW,2012-05-14,2012-06-22
977,ZB12,02_p,WW,2012-05-14,2012-06-22
978,ZB12,02_p,WW,2012-05-14,2012-06-22
979,ZB12,02_p,WW,2012-05-14,2012-06-22
980,ZB12,02_p,WW,2012-05-14,2012-06-22
981,ZB12,02_p,WW,2012-05-14,2012-06-22
982,ZB12,02_p,WW,2012-05-14,2012-06-22
983,ZB12,02_p,WW,2012-05-14,2012-06-22
984,ZB12,02_p,WW,2012-05-14,2012-06-22
985,ZB12,02_p,WW,2012-05-14,2012-06-22
986,ZB12,02_p,WW,2012-05-14,2012-06-22
987,ZB12,02_p,WW,2012-05-14,2012-06-22
988,ZB12,02_p,WW,2012-05-14,2012-06-22
989,ZB12,02_p,WW,2012-05-14,2012-06-22
990,ZB12,02_p,WW,2012-05-14,2012-06-22
991,ZB12,05_p,WW,2012-05-14,2012-06-22
992,ZB12,05_p,WW,2012-05-14,2012-06-22
993,ZB12,05_p,WW,2012-05-14,2012-06-22
994,ZB12,05_p,WW,2012-05-14,2012-06-22
995,ZB12,05_p,WW,2012-05-14,2012-06-22
996,ZB12,05_p,WW,2012-05-14,2012-06-22
997,ZB12,05_p,WW,2012-05-14,2012-06-22
998,ZB12,05_p,WW,2012-05-14,2012-06-22
999,ZB12,05_p,WW,2012-05-14,2012-06-22
1000,ZB12,05_p,WW,2012-05-14,2012-06-22
1001,ZB12,05_p,WW,2012-05-14,2012-06-22
1002,ZB12,05_p,WW,2012-05-14,2012-06-22
1003,ZB12,05_p,WW,2012-05-14,2012-06-22
1004,ZB12,05_p,WW,2012-05-14,2012-06-22
1005,ZB12,05_p,WW,2012-05-14,2012-06-22
1006,ZB12,05_p,WW,2012-05-14,2012-06-22
1007,ZB12,05_p,WW,2012-05-14,2012-06-22
1008,ZB12,05_p,WW,2012-05-14,2012-06-22
1009,ZB12,05_p,WW,2012-05-14,2012-06-22
1010,ZB12,05_p,WW,2012-05-14,2012-06-22
1011,ZB12,05_p,WW,2012-05-14,2012-06-22
1012,ZB12,05_p,WW,2012-05-14,2012-06-22
1013,ZB12,05_p,WW,2012-05-14,2012-06-22
1014,ZB12,05_p,WW,2012-05-14,2012-06-22
1015,ZB12,05_p,WW,2012-05-14,2012-06-22
1016,ZB12,05_p,WW,2012-05-14,2012-06-22
1017,ZB12,05_p,WW,2012-05-14,2012-06-22
1018,ZB12,05_p,WW,2012-05-14,2012-06-22
1019,ZB12,05_p,WW,2012-05-14,2012-06-22
