"Date","Manip","Area","AirTemperature","PAR","RH","VPD"
2013-03-11 12:15:00,"ZA13","02_p",23.9,86.2,45.2,1.63141291117904
2013-03-11 12:15:00,"ZA13","04_p",23.7,73.9,44.2,1.64131538354941
2013-03-11 12:15:00,"ZA13","05_p",23.5,84.5,41.3,1.70593525133137
2013-03-11 12:15:00,"ZA13","06_p",24,78.2,30.1,2.09348716142732
2013-03-11 12:30:00,"ZA13","01_p",23.5,103.7,48.5,1.49668936019703
2013-03-11 12:30:00,"ZA13","02_p",23.8,100.9,43.7,1.66601907860618
2013-03-11 12:30:00,"ZA13","04_p",23.7,117.9,42.5,1.69131961566472
2013-03-11 12:30:00,"ZA13","05_p",23.7,112.1,38.4,1.81191805782516
2013-03-11 12:30:00,"ZA13","06_p",24,105.9,31.1,2.06353741662865
2013-03-11 12:45:00,"ZA13","01_p",23.6,184.2,52.1,1.40048236376389
2013-03-11 12:45:00,"ZA13","02_p",23.7,123.2,48.2,1.52365836680752
2013-03-11 12:45:00,"ZA13","04_p",23.7,116.7,49.1,1.49718553804059
2013-03-11 12:45:00,"ZA13","05_p",23.6,107.2,46.5,1.56421307852543
2013-03-11 12:45:00,"ZA13","06_p",23.9,109.3,32.7,2.00354176865601
2013-03-11 13:00:00,"ZA13","01_p",23.6,39.4,56.9,1.26014175111114
2013-03-11 13:00:00,"ZA13","02_p",23.7,24.9,55.7,1.30305146041647
2013-03-11 13:00:00,"ZA13","04_p",23.7,32.8,45.4,1.60601827852684
2013-03-11 13:00:00,"ZA13","05_p",23.6,30.5,42.9,1.66946853801499
2013-03-11 13:00:00,"ZA13","06_p",24.2,27.7,30.3,2.11270849315315
2013-03-11 13:15:00,"ZA13","01_p",23.7,124.4,53.1,1.3795285212987
2013-03-11 13:15:00,"ZA13","02_p",24,81.3,49.4,1.51545708681291
2013-03-11 13:15:00,"ZA13","04_p",23.7,112.1,41.1,1.73249957152438
2013-03-11 13:15:00,"ZA13","05_p",23.8,109.8,41.2,1.73999861140397
2013-03-11 13:15:00,"ZA13","06_p",24.2,75,29.9,2.12483307561027
2013-03-11 13:30:00,"ZA13","01_p",23.4,44.8,50.8,1.42124803182795
2013-03-11 13:30:00,"ZA13","02_p",23.6,30.9,44.5,1.62268833379741
2013-03-11 13:30:00,"ZA13","04_p",23.7,41,38.9,1.79721093073242
2013-03-11 13:30:00,"ZA13","05_p",23.5,38.9,37.3,1.82218296862822
2013-03-11 13:30:00,"ZA13","06_p",23.9,32.2,31.3,2.04522020069343
2013-03-11 13:45:00,"ZA13","01_p",23.1,27.4,44.8,1.56593214945773
2013-03-11 13:45:00,"ZA13","02_p",23.1,11.2,44.2,1.58295315108227
2013-03-11 13:45:00,"ZA13","04_p",23.2,18.9,38.3,1.76094037067805
2013-03-11 13:45:00,"ZA13","05_p",23.1,17.7,37.2,1.78153150336857
2013-03-11 13:45:00,"ZA13","06_p",23.4,15.9,32.5,1.94988297049567
2013-03-11 14:00:00,"ZA13","01_p",22.6,26.8,44.3,1.5329608247536
2013-03-11 14:00:00,"ZA13","02_p",22.8,10.4,42.8,1.59345967268119
2013-03-11 14:00:00,"ZA13","04_p",22.5,15.6,40.6,1.62489279533235
2013-03-11 14:00:00,"ZA13","05_p",22.6,15.8,37.8,1.71185212387207
2013-03-11 14:00:00,"ZA13","06_p",22.7,14.2,34,1.82749159995634
2013-03-11 14:15:00,"ZA13","01_p",22.4,27,43.9,1.52532199619524
2013-03-11 14:15:00,"ZA13","02_p",22.6,10.5,43.6,1.55222604158175
2013-03-11 14:15:00,"ZA13","04_p",22.4,17.7,40.7,1.61232788546127
2013-03-11 14:15:00,"ZA13","05_p",22.5,17.1,39.8,1.64677687338396
2013-03-11 14:15:00,"ZA13","06_p",22.5,15.5,36.3,1.74251971485977
2013-03-11 14:30:00,"ZA13","01_p",22.4,20,43,1.54979240255131
2013-03-11 14:30:00,"ZA13","02_p",22.5,14.1,45.6,1.48811730750976
2013-03-11 14:30:00,"ZA13","04_p",22.4,22.7,42.3,1.56882494082826
2013-03-11 14:30:00,"ZA13","05_p",22.3,21.9,40.7,1.60255064685418
2013-03-11 14:30:00,"ZA13","06_p",22.5,20.2,36.9,1.72610665632106
2013-03-11 14:45:00,"ZA13","01_p",22.3,41.9,42,1.56741884515249
2013-03-11 14:45:00,"ZA13","02_p",22.1,20.7,45.6,1.45233479538123
2013-03-11 14:45:00,"ZA13","04_p",22.2,25.2,42.4,1.54716255143831
2013-03-11 14:45:00,"ZA13","05_p",22.2,24.5,41.5,1.57133696630453
2013-03-11 14:45:00,"ZA13","06_p",22.1,21.8,38.7,1.63654637788362
2013-03-11 15:00:00,"ZA13","01_p",22.2,46,43.2,1.52567418266833
2013-03-11 15:00:00,"ZA13","02_p",22.2,33.6,45.1,1.47463930683964
2013-03-11 15:00:00,"ZA13","04_p",22.1,42.4,43.1,1.51907812237485
2013-03-11 15:00:00,"ZA13","05_p",21.9,40,42.6,1.51384865372606
2013-03-11 15:00:00,"ZA13","06_p",22.1,37.1,40.4,1.59116091552796
2013-03-11 15:15:00,"ZA13","01_p",22.6,26.1,46.7,1.4669086527714
2013-03-11 15:15:00,"ZA13","02_p",22.4,16.4,46.7,1.44919184308745
2013-03-11 15:15:00,"ZA13","04_p",22.7,25.6,44.3,1.54229215329649
2013-03-11 15:15:00,"ZA13","05_p",22.4,23.6,45.1,1.49269478772047
2013-03-11 15:15:00,"ZA13","06_p",22.6,21.5,43.8,1.54672169391656
2013-03-11 15:30:00,"ZA13","01_p",22.6,23.5,49.3,1.39535213312402
2013-03-11 15:30:00,"ZA13","02_p",22.6,4.3,48.4,1.42012169761734
2013-03-11 15:30:00,"ZA13","04_p",23.1,8.2,46,1.53189014620865
2013-03-11 15:30:00,"ZA13","05_p",22.6,8,48.1,1.42837821911512
2013-03-11 15:30:00,"ZA13","06_p",23,7.6,45.6,1.53392861764367
2013-03-11 15:45:00,"ZA13","01_p",22.6,15.3,50.8,1.35406952563514
2013-03-11 15:45:00,"ZA13","02_p",22.7,1.5,51.2,1.35123621330105
2013-03-11 15:45:00,"ZA13","04_p",22.7,1.5,49.2,1.40661474663306
2013-03-11 15:45:00,"ZA13","05_p",22.4,1.5,49.9,1.36218595382141
2013-03-11 15:45:00,"ZA13","06_p",22.7,1.4,46.6,1.47860683996467
2013-03-11 16:00:00,"ZA13","01_p",22.2,20.2,53.1,1.25975561913987
2013-03-11 16:00:00,"ZA13","02_p",22.1,2.5,53.5,1.24142588208138
2013-03-11 16:00:00,"ZA13","04_p",22.4,2.1,52.8,1.28333686667407
2013-03-11 16:00:00,"ZA13","05_p",22,2.1,51.4,1.28960432537732
2013-03-11 16:00:00,"ZA13","06_p",22.4,1.6,50,1.35946701978185
2013-03-11 16:15:00,"ZA13","01_p",21.9,30.1,54.6,1.19736461461957
2013-03-11 16:15:00,"ZA13","02_p",21.8,4.3,55.9,1.15599909488319
2013-03-11 16:15:00,"ZA13","04_p",21.9,4.4,54.8,1.19208988063446
2013-03-11 16:15:00,"ZA13","05_p",21.8,4.5,53.9,1.20842535768968
2013-03-11 16:15:00,"ZA13","06_p",22,4,52.3,1.26572276379626
2013-03-11 16:30:00,"ZA13","01_p",21.7,61.5,55.8,1.15156244447525
2013-03-11 16:30:00,"ZA13","02_p",21.6,65.7,57.1,1.11087914452463
2013-03-11 16:30:00,"ZA13","04_p",21.7,57.4,56.2,1.14114106488724
2013-03-11 16:30:00,"ZA13","05_p",21.6,70.8,55.6,1.14972107265486
2013-03-11 16:30:00,"ZA13","06_p",21.9,39.2,54,1.21318881657489
2013-03-11 16:45:00,"ZA13","01_p",22.5,173.4,55.4,1.22003735137749
2013-03-11 16:45:00,"ZA13","02_p",22.7,156.5,58.5,1.14910456663921
2013-03-11 16:45:00,"ZA13","04_p",22.5,137.2,56.2,1.19815327332587
2013-03-11 16:45:00,"ZA13","05_p",22.4,167.7,58.4,1.1310765604585
2013-03-11 16:45:00,"ZA13","06_p",22.7,92.1,53.1,1.29862660663564
2013-03-11 17:00:00,"ZA13","01_p",23.5,215.4,57.5,1.2351319962791
2013-03-11 17:00:00,"ZA13","02_p",23.7,198.7,59.9,1.17951159283748
2013-03-11 17:00:00,"ZA13","04_p",23.7,179.8,57.3,1.25598865371971
2013-03-11 17:00:00,"ZA13","05_p",23.4,210,61.2,1.12082161859603
2013-03-11 17:00:00,"ZA13","06_p",23.7,131.5,54.1,1.35011426711322
2013-03-11 17:15:00,"ZA13","01_p",24.7,157.4,57.2,1.33675067152795
2013-03-11 17:15:00,"ZA13","02_p",24.7,156.3,57.3,1.33362742229541
2013-03-11 17:15:00,"ZA13","04_p",25,143.6,56.6,1.37998007405059
2013-03-11 17:15:00,"ZA13","05_p",24.4,165.6,59.8,1.23321463049608
2013-03-11 17:15:00,"ZA13","06_p",24.8,95,54.8,1.42016621056271
2013-03-11 17:30:00,"ZA13","01_p",25.3,138.6,56.7,1.40161876554911
2013-03-11 17:30:00,"ZA13","02_p",25.3,132.7,57.2,1.38543379135109
2013-03-11 17:30:00,"ZA13","04_p",25.4,113.7,57.7,1.37741496679645
2013-03-11 17:30:00,"ZA13","05_p",25,144.4,59.7,1.28141006876126
2013-03-11 17:30:00,"ZA13","06_p",25.3,72.3,55.5,1.44046270362438
2013-03-11 17:45:00,"ZA13","01_p",25.2,131,57.5,1.36756057905131
2013-03-11 17:45:00,"ZA13","02_p",25.3,121,58.3,1.34982684811543
2013-03-11 17:45:00,"ZA13","04_p",25.4,105.3,57.3,1.3904401674281
2013-03-11 17:45:00,"ZA13","05_p",25,139.2,58.1,1.33228491020091
2013-03-11 17:45:00,"ZA13","06_p",25.3,63.5,56.1,1.42104073458674
2013-03-11 18:00:00,"ZA13","01_p",24.8,121.3,53.8,1.45158581699109
2013-03-11 18:00:00,"ZA13","02_p",24.8,115.8,54.8,1.42016621056271
2013-03-11 18:00:00,"ZA13","04_p",24.9,102.6,53.3,1.47607956716465
2013-03-11 18:00:00,"ZA13","05_p",24.7,132.9,53.4,1.45543414236455
2013-03-11 18:00:00,"ZA13","06_p",24.9,60.3,52,1.51716957652898
2013-03-11 18:15:00,"ZA13","01_p",24.9,105.2,52.5,1.50136572677347
2013-03-11 18:15:00,"ZA13","02_p",25,117.4,52.9,1.49762814487978
2013-03-11 18:15:00,"ZA13","04_p",24.9,95.1,52.7,1.49504418687127
2013-03-11 18:15:00,"ZA13","05_p",24.8,130.9,53.1,1.47357954149096
2013-03-11 18:15:00,"ZA13","06_p",24.9,60.2,49.8,1.58670651545322
2013-03-11 18:30:00,"ZA13","01_p",24.9,133.3,49.9,1.58354574550212
2013-03-11 18:30:00,"ZA13","02_p",24.8,120.2,50.3,1.56155443949042
2013-03-11 18:30:00,"ZA13","04_p",25,101.8,51,1.55804201908937
2013-03-11 18:30:00,"ZA13","05_p",24.7,133.2,51.7,1.50852937931776
2013-03-11 18:30:00,"ZA13","06_p",24.8,61.1,48.2,1.62753561299001
2013-03-11 18:45:00,"ZA13","01_p",24.6,122.5,49.2,1.57715472685824
2013-03-11 18:45:00,"ZA13","02_p",24.6,122.2,50.1,1.54921300925642
2013-03-11 18:45:00,"ZA13","04_p",24.6,96.2,49.5,1.56784082099096
2013-03-11 18:45:00,"ZA13","05_p",24.5,132.3,49.9,1.54614530982217
2013-03-11 18:45:00,"ZA13","06_p",24.7,61.8,47.1,1.65219884401469
2013-03-11 19:00:00,"ZA13","01_p",24.5,123.8,47.2,1.62947050615989
2013-03-11 19:00:00,"ZA13","02_p",24.5,123.8,48.1,1.60169544071398
2013-03-11 19:00:00,"ZA13","04_p",24.7,101.9,49.5,1.57724086243368
2013-03-11 19:00:00,"ZA13","05_p",24.5,133.3,49.3,1.56466202011944
2013-03-11 19:00:00,"ZA13","06_p",24.5,62.5,46.1,1.66341780837155
2013-03-11 19:15:00,"ZA13","01_p",24.3,117.9,45.3,1.66800756230357
2013-03-11 19:15:00,"ZA13","02_p",24.3,124.7,46.1,1.64361257053314
2013-03-11 19:15:00,"ZA13","04_p",24.5,101.1,47.1,1.63255662454277
2013-03-11 19:15:00,"ZA13","05_p",24.2,131.5,47.1,1.60347602995411
2013-03-11 19:15:00,"ZA13","06_p",24.1,63.7,46.9,1.59990968590628
2013-03-11 19:30:00,"ZA13","01_p",23.9,116.7,43.7,1.67606837407628
2013-03-11 19:30:00,"ZA13","02_p",23.8,123.3,43.6,1.6689782599181
2013-03-11 19:30:00,"ZA13","04_p",24,102.4,45.3,1.63825104048747
2013-03-11 19:30:00,"ZA13","05_p",23.6,133.7,44.8,1.61391704550661
2013-03-11 19:30:00,"ZA13","06_p",23.7,62.8,45.8,1.59425257685265
2013-03-11 19:45:00,"ZA13","01_p",23.6,136.8,43.5,1.6519259614334
2013-03-11 19:45:00,"ZA13","02_p",23.5,124.2,43.2,1.65071758561536
2013-03-11 19:45:00,"ZA13","04_p",23.7,106.1,44,1.64719823438651
2013-03-11 19:45:00,"ZA13","05_p",23.4,140.9,43.9,1.62056940214529
2013-03-11 19:45:00,"ZA13","06_p",23.3,63.2,44.7,1.58784553986601
2013-03-11 20:00:00,"ZA13","01_p",23.7,108.1,44.3,1.63837395813086
2013-03-11 20:00:00,"ZA13","02_p",23.7,105.5,44,1.64719823438651
2013-03-11 20:00:00,"ZA13","04_p",23.8,88.7,44.8,1.63346808417516
2013-03-11 20:00:00,"ZA13","05_p",23.5,119.1,44.4,1.6158432704263
2013-03-11 20:00:00,"ZA13","06_p",23.6,53.7,44,1.63730714761541
2013-03-11 20:15:00,"ZA13","01_p",23.5,12.4,44.5,1.61293707749388
2013-03-11 20:15:00,"ZA13","02_p",23.6,0.5,44.2,1.63145962208821
2013-03-11 20:15:00,"ZA13","04_p",23.6,0.3,46.5,1.56421307852543
2013-03-11 20:15:00,"ZA13","05_p",23.4,0.1,45,1.58879353151499
2013-03-11 20:15:00,"ZA13","06_p",23.3,0.3,44.1,1.60507352040705
2013-03-11 20:30:00,"ZA13","01_p",22.5,20.6,44.7,1.51273689531782
2013-03-11 20:30:00,"ZA13","02_p",22.7,1.7,43.3,1.56998141996249
2013-03-11 20:30:00,"ZA13","04_p",22.5,1,46.6,1.46076220994524
2013-03-11 20:30:00,"ZA13","05_p",22.3,0.6,44.7,1.49445279546436
2013-03-11 20:30:00,"ZA13","06_p",22.3,0.4,45.5,1.47283322518639
2013-03-11 20:45:00,"ZA13","01_p",21.8,14.1,46.5,1.40240253007371
2013-03-11 20:45:00,"ZA13","02_p",22.2,1,44.9,1.48001139903213
2013-03-11 20:45:00,"ZA13","04_p",21.9,0.7,48.1,1.36879346913558
2013-03-11 20:45:00,"ZA13","05_p",21.8,0.4,46.9,1.39191727751241
2013-03-11 20:45:00,"ZA13","06_p",21.9,0.4,45.8,1.42945290996433
2013-03-11 21:00:00,"ZA13","01_p",21.7,13.2,47.9,1.35738469133847
2013-03-11 21:00:00,"ZA13","02_p",22.1,0.9,46.3,1.43364666382301
2013-03-11 21:00:00,"ZA13","04_p",21.7,0.5,50.3,1.2948564138104
2013-03-11 21:00:00,"ZA13","05_p",21.9,0.3,49.8,1.32395823026216
2013-03-11 21:00:00,"ZA13","06_p",21.8,0.4,47.1,1.38667465123176
2013-03-11 21:15:00,"ZA13","01_p",21.4,10.8,50.1,1.2764170276
2013-03-11 21:15:00,"ZA13","02_p",21.8,0.6,48.7,1.34473364098657
2013-03-11 21:15:00,"ZA13","04_p",21.4,0.5,52.5,1.21502622867736
2013-03-11 21:15:00,"ZA13","05_p",21.5,0.5,52.1,1.23278490728418
2013-03-11 21:15:00,"ZA13","06_p",21.7,0.6,49.9,1.30527779339841
2013-03-11 21:30:00,"ZA13","01_p",21.2,23.6,52.3,1.20527134574599
2013-03-11 21:30:00,"ZA13","02_p",21.5,1.8,51.2,1.25594788048994
2013-03-11 21:30:00,"ZA13","04_p",21.1,0.7,54.6,1.1401354831535
2013-03-11 21:30:00,"ZA13","05_p",21.2,0.4,54.1,1.15978940817067
2013-03-11 21:30:00,"ZA13","06_p",21.4,0.5,52.2,1.22270007854269
2013-03-11 21:45:00,"ZA13","01_p",20.9,16.3,54.5,1.12868878696066
2013-03-11 21:45:00,"ZA13","02_p",21.2,1.5,53.9,1.16484295679015
2013-03-11 21:45:00,"ZA13","04_p",20.8,0.7,56.7,1.06752671953398
2013-03-11 21:45:00,"ZA13","05_p",21,1,55.9,1.10070596423363
2013-03-11 21:45:00,"ZA13","06_p",21.3,0.5,54.1,1.16692501267866
2013-03-11 22:00:00,"ZA13","01_p",20.7,13.6,56.5,1.06587460745138
2013-03-11 22:00:00,"ZA13","02_p",20.9,1,55.7,1.09892117060125
2013-03-11 22:00:00,"ZA13","04_p",20.5,1,58.6,1.00198926143905
2013-03-11 22:00:00,"ZA13","05_p",20.7,0.6,57.5,1.04137174291227
2013-03-11 22:00:00,"ZA13","06_p",21,0.7,56.1,1.09571410045026
2013-03-11 22:15:00,"ZA13","01_p",20.4,19.6,58.1,1.00785164659756
2013-03-11 22:15:00,"ZA13","02_p",20.7,1.4,57.1,1.05117288872791
2013-03-11 22:15:00,"ZA13","04_p",20.4,0.8,60.2,0.95733879557477
2013-03-11 22:15:00,"ZA13","05_p",20.5,0.6,59.1,0.989887941856448
2013-03-11 22:15:00,"ZA13","06_p",20.8,0.7,57.9,1.03794168342681
2013-03-11 22:30:00,"ZA13","01_p",20.2,13.9,59.5,0.962212898065555
2013-03-11 22:30:00,"ZA13","02_p",20.5,1.2,58.3,1.0092500531886
2013-03-11 22:30:00,"ZA13","04_p",20.1,0.8,61.6,0.906694693656082
2013-03-11 22:30:00,"ZA13","05_p",20.3,0.6,60.6,0.941882260950823
2013-03-11 22:30:00,"ZA13","06_p",20.7,0.5,59.4,0.994816300287955
2013-03-11 22:45:00,"ZA13","01_p",20.1,23.2,60.6,0.93030653463671
2013-03-11 22:45:00,"ZA13","02_p",20.4,2,59.8,0.966960291007682
2013-03-11 22:45:00,"ZA13","04_p",19.9,0.9,63,0.862884748380966
2013-03-11 22:45:00,"ZA13","05_p",20.2,0.7,62,0.902817040160274
2013-03-11 22:45:00,"ZA13","06_p",20.3,0.7,60.7,0.939491696836734
2013-03-11 23:00:00,"ZA13","01_p",19.9,18.9,61.7,0.893202320621378
2013-03-11 23:00:00,"ZA13","02_p",20.2,1.8,60.8,0.931327051954809
2013-03-11 23:00:00,"ZA13","04_p",19.7,0.6,64.1,0.826910454411314
2013-03-11 23:00:00,"ZA13","05_p",19.9,1,62.9,0.865216869322536
2013-03-11 23:00:00,"ZA13","06_p",20.2,0.8,61.5,0.91469621174133
2013-03-11 23:15:00,"ZA13","01_p",19.7,14.2,62.4,0.866067773979538
2013-03-11 23:15:00,"ZA13","02_p",20,1.4,61.4,0.905792654461734
2013-03-11 23:15:00,"ZA13","04_p",19.8,0.4,64.9,0.813515254192632
2013-03-11 23:15:00,"ZA13","05_p",19.7,0.5,64,0.829213826150621
2013-03-11 23:15:00,"ZA13","06_p",20.1,0.5,62.5,0.885444036773518
2013-03-11 23:30:00,"ZA13","01_p",19.5,23.2,62.9,0.844000368354762
2013-03-11 23:30:00,"ZA13","02_p",19.8,2.3,62.2,0.876093350668988
2013-03-11 23:30:00,"ZA13","04_p",19.6,1.1,65.8,0.78287697738919
2013-03-11 23:30:00,"ZA13","05_p",19.6,1,64.9,0.803479003109959
2013-03-11 23:30:00,"ZA13","06_p",20,0.8,63,0.868246844950367
2013-03-11 23:45:00,"ZA13","01_p",19.4,13.4,63.6,0.822942228294657
2013-03-11 23:45:00,"ZA13","02_p",19.9,1,63.1,0.860552627439396
2013-03-11 23:45:00,"ZA13","04_p",19.3,1,66.4,0.75492603762783
2013-03-11 23:45:00,"ZA13","05_p",19.4,0.5,65.6,0.777725622344401
2013-03-11 23:45:00,"ZA13","06_p",19.8,0.7,63.8,0.839010034238555
2013-03-12 00:00:00,"ZA13","01_p",19.4,18.2,64.4,0.804855585914554
2013-03-12 00:00:00,"ZA13","02_p",19.6,1.3,63.9,0.826370142799701
2013-03-12 00:00:00,"ZA13","04_p",19.1,0.7,67,0.732263111579879
2013-03-12 00:00:00,"ZA13","05_p",19.2,0.4,66.1,0.7569373062062
2013-03-12 00:00:00,"ZA13","06_p",19.5,0.4,64.7,0.803051563421107
2013-03-12 00:15:00,"ZA13","01_p",19.2,14.6,65,0.781498693723215
2013-03-12 00:15:00,"ZA13","02_p",19.5,1,65.1,0.793951828991406
2013-03-12 00:15:00,"ZA13","04_p",18.9,0.3,67.6,0.710032105263064
2013-03-12 00:15:00,"ZA13","05_p",19,0.5,66.6,0.736530279531744
2013-03-12 00:15:00,"ZA13","06_p",19.4,0.5,65.3,0.784508113236939
2013-03-12 00:30:00,"ZA13","01_p",18.9,19.4,65.8,0.749478333333234
2013-03-12 00:30:00,"ZA13","02_p",19.2,1.8,66,0.759170159616837
2013-03-12 00:30:00,"ZA13","04_p",18.9,0.9,68.1,0.699074819688016
2013-03-12 00:30:00,"ZA13","05_p",18.8,1.1,67.1,0.716499058637555
2013-03-12 00:30:00,"ZA13","06_p",19.2,1,65.5,0.770334426670026
2013-03-12 00:45:00,"ZA13","01_p",18.9,18.8,66.3,0.738521047758186
2013-03-12 00:45:00,"ZA13","02_p",19.1,1.5,66.2,0.750014944587876
2013-03-12 00:45:00,"ZA13","04_p",18.9,0.3,68.5,0.690308991227979
2013-03-12 00:45:00,"ZA13","05_p",18.7,0.9,67.6,0.701212091814969
2013-03-12 00:45:00,"ZA13","06_p",19.1,0.2,66,0.754452902839875
2013-03-12 01:00:00,"ZA13","01_p",18.7,10.4,66.9,0.716361735773934
2013-03-12 01:00:00,"ZA13","02_p",19,1.1,66.9,0.729914738098824
2013-03-12 01:00:00,"ZA13","04_p",18.6,0.4,68.7,0.673180135007588
2013-03-12 01:00:00,"ZA13","05_p",18.6,0.4,67.7,0.694687487563741
2013-03-12 01:00:00,"ZA13","06_p",19.1,0.5,66.3,0.747795965461876
2013-03-12 01:15:00,"ZA13","01_p",18.7,15,67.2,0.709869031220092
2013-03-12 01:15:00,"ZA13","02_p",18.9,1.1,67.6,0.710032105263064
2013-03-12 01:15:00,"ZA13","04_p",18.6,0.6,69,0.666727929240742
2013-03-12 01:15:00,"ZA13","05_p",18.5,0.6,68.2,0.679664438978902
2013-03-12 01:15:00,"ZA13","06_p",18.9,0.6,66.7,0.729755219298149
2013-03-12 01:30:00,"ZA13","01_p",18.5,21.5,67.6,0.692488296318127
2013-03-12 01:30:00,"ZA13","02_p",18.7,1.4,67.8,0.696883622112408
2013-03-12 01:30:00,"ZA13","04_p",18.6,0.8,69.3,0.660275723473896
2013-03-12 01:30:00,"ZA13","05_p",18.5,0.4,68.5,0.67325251030929
2013-03-12 01:30:00,"ZA13","06_p",18.8,0.6,66.9,0.72085467601529
2013-03-12 01:45:00,"ZA13","01_p",18.5,14.5,67.9,0.686076367648514
2013-03-12 01:45:00,"ZA13","02_p",18.7,0.8,68,0.692555152409846
2013-03-12 01:45:00,"ZA13","04_p",18.3,0.5,69.4,0.64586761282358
2013-03-12 01:45:00,"ZA13","05_p",18.3,0.5,68.6,0.662753040609818
2013-03-12 01:45:00,"ZA13","06_p",18.7,0.2,67.1,0.712033266071373
2013-03-12 02:00:00,"ZA13","01_p",18.2,18.5,68.1,0.669093697160767
2013-03-12 02:00:00,"ZA13","02_p",18.5,1.5,68.1,0.68180174853544
2013-03-12 02:00:00,"ZA13","04_p",18.4,0.6,69.6,0.645683052642455
2013-03-12 02:00:00,"ZA13","05_p",18.1,0.6,68.7,0.652398064642369
2013-03-12 02:00:00,"ZA13","06_p",18.6,0.5,67.2,0.705441163841817
2013-03-12 02:15:00,"ZA13","01_p",18.4,14,68.4,0.671170541562551
2013-03-12 02:15:00,"ZA13","02_p",18.5,1.2,68.2,0.679664438978902
2013-03-12 02:15:00,"ZA13","04_p",18.2,1,69.9,0.631339193872698
2013-03-12 02:15:00,"ZA13","05_p",18,0.4,69.1,0.640024751740712
2013-03-12 02:15:00,"ZA13","06_p",18.5,0.4,67.7,0.690350986761589
2013-03-12 02:30:00,"ZA13","01_p",18.2,13.2,68.9,0.652313917921625
2013-03-12 02:30:00,"ZA13","02_p",18.4,1.2,68.2,0.675418456382568
2013-03-12 02:30:00,"ZA13","04_p",18.2,0.8,69.8,0.633436666277591
2013-03-12 02:30:00,"ZA13","05_p",18.1,0.6,69.1,0.644060709183681
2013-03-12 02:30:00,"ZA13","06_p",18.6,0.5,68,0.688235281796895
2013-03-12 02:45:00,"ZA13","01_p",18.2,13.2,68.7,0.65650886273141
2013-03-12 02:45:00,"ZA13","02_p",18.4,1.2,68.5,0.669046584152543
2013-03-12 02:45:00,"ZA13","04_p",18.2,0.5,70,0.629241721467805
2013-03-12 02:45:00,"ZA13","05_p",18.2,0.5,69.4,0.641826555897161
2013-03-12 02:45:00,"ZA13","06_p",18.5,0.6,68.2,0.679664438978902
2013-03-12 03:00:00,"ZA13","01_p",18.2,17.6,68.9,0.652313917921625
2013-03-12 03:00:00,"ZA13","02_p",18.4,1.7,68.7,0.664798669332527
2013-03-12 03:00:00,"ZA13","04_p",18.1,0.4,70.1,0.62321732053696
2013-03-12 03:00:00,"ZA13","05_p",18,0.8,69.5,0.631739641685816
2013-03-12 03:00:00,"ZA13","06_p",18.4,0.7,68.5,0.669046584152543
2013-03-12 03:15:00,"ZA13","01_p",18.2,23.9,69.3,0.643924028302054
2013-03-12 03:15:00,"ZA13","02_p",18.3,1.8,68.9,0.656421005189978
2013-03-12 03:15:00,"ZA13","04_p",18.2,1,70.4,0.620851831848235
2013-03-12 03:15:00,"ZA13","05_p",18,0.7,69.6,0.629668364172092
2013-03-12 03:15:00,"ZA13","06_p",18.5,0.9,68.5,0.67325251030929
2013-03-12 03:30:00,"ZA13","01_p",18.3,12.3,69.3,0.64797829129686
2013-03-12 03:30:00,"ZA13","02_p",18.4,0.9,68.9,0.660550754512511
2013-03-12 03:30:00,"ZA13","04_p",18.1,0.5,70.4,0.616964303942943
2013-03-12 03:30:00,"ZA13","05_p",18.1,0.6,69.8,0.629470337130976
2013-03-12 03:30:00,"ZA13","06_p",18.5,0.4,68.7,0.668977891196215
2013-03-12 03:45:00,"ZA13","01_p",18.1,12.4,69.3,0.639892031454337
2013-03-12 03:45:00,"ZA13","02_p",18.3,1.1,69.1,0.652199648243419
2013-03-12 03:45:00,"ZA13","04_p",18.2,0.6,70.4,0.620851831848235
2013-03-12 03:45:00,"ZA13","05_p",18,0.7,69.9,0.62345453163092
2013-03-12 03:45:00,"ZA13","06_p",18.4,0.7,68.9,0.660550754512511
2013-03-12 04:00:00,"ZA13","01_p",18.1,23.2,69.6,0.633639014860321
2013-03-12 04:00:00,"ZA13","02_p",18.3,1.7,69.3,0.64797829129686
2013-03-12 04:00:00,"ZA13","04_p",18.1,0.9,70.7,0.610711287348927
2013-03-12 04:00:00,"ZA13","05_p",18,1,70.1,0.619311976603472
2013-03-12 04:00:00,"ZA13","06_p",18.4,0.6,69,0.658426797102503
2013-03-12 04:15:00,"ZA13","01_p",18.1,11.4,69.8,0.629470337130976
2013-03-12 04:15:00,"ZA13","02_p",18.2,1.2,69.5,0.639729083492269
2013-03-12 04:15:00,"ZA13","04_p",18.1,0.2,70.8,0.608626948484255
2013-03-12 04:15:00,"ZA13","05_p",17.9,0.6,70.3,0.611311540286287
2013-03-12 04:15:00,"ZA13","06_p",18.4,0.9,69.2,0.654178882282487
2013-03-12 04:30:00,"ZA13","01_p",18.1,17.6,70,0.625301659401632
2013-03-12 04:30:00,"ZA13","02_p",18.3,1.7,69.7,0.639535577403741
2013-03-12 04:30:00,"ZA13","04_p",18.1,0.8,71,0.604458270754911
2013-03-12 04:30:00,"ZA13","05_p",18,0.9,70.4,0.6130981440623
